Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus
78,3.0,242.0,30.0,87221.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
49,23.0,199.0,48.0,88470.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
70,16.0,365.0,31.0,97411.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
56,23.0,191.0,48.0,89699.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
71,19.0,133.0,38.0,99559.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
13,16.0,285.0,46.0,91701.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
63,10.0,228.0,42.0,93320.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
21,30.0,293.0,44.0,93572.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
44,5.0,97.0,12.0,51096.0,783.0,95.0,989.0,4973.0,500.0,49978.0,1
34,7.0,184.0,34.0,93613.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
44,20.0,170.0,45.0,94072.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
8,30.0,322.0,40.0,97370.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
41,30.0,336.0,37.0,98420.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
54,11.0,285.0,41.0,94704.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
25,4.0,228.0,32.0,89754.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
62,5.0,104.0,14.0,58215.0,846.0,97.0,995.0,4988.0,500.0,49994.0,1
51,40.0,148.0,24.0,81498.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1
42,6.0,336.0,25.0,85173.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
5,30.0,235.0,47.0,89142.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
20,33.0,104.0,24.0,87876.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
22,39.0,242.0,35.0,92393.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
58,19.0,126.0,36.0,99812.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
56,28.0,199.0,47.0,90362.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
35,8.0,206.0,38.0,94279.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
71,25.0,235.0,50.0,85481.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1
64,34.0,264.0,42.0,93369.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
61,10.0,322.0,35.0,95986.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
37,4.0,97.0,10.0,42899.0,697.0,90.0,974.0,4944.0,500.0,49921.0,1
27,2.0,329.0,19.0,67564.0,918.0,99.0,999.0,4997.0,500.0,50000.0,1
78,24.0,264.0,49.0,86489.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
37,4.0,184.0,28.0,87177.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
67,13.0,271.0,44.0,92248.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
49,29.0,228.0,48.0,88420.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
72,39.0,199.0,33.0,91959.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,1
51,26.0,343.0,38.0,99439.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
48,32.0,365.0,28.0,93213.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
14,31.0,119.0,31.0,96187.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
66,36.0,119.0,24.0,85722.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
13,10.0,184.0,39.0,95401.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
15,35.0,278.0,40.0,94501.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
36,23.0,249.0,50.0,85255.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1
30,12.0,278.0,43.0,93610.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
35,33.0,314.0,38.0,96661.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
36,28.0,271.0,47.0,89285.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
19,31.0,220.0,46.0,90645.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
70,12.0,213.0,44.0,92565.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
50,18.0,358.0,34.0,99402.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
54,15.0,126.0,34.0,98416.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
37,26.0,133.0,37.0,99505.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
31,11.0,90.0,19.0,77180.0,957.0,99.0,1000.0,5000.0,500.0,50000.0,1
54,40.0,365.0,16.0,62486.0,880.0,98.0,997.0,4993.0,500.0,49998.0,1
77,28.0,235.0,48.0,87341.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
7,3.0,307.0,25.0,80903.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1
53,4.0,104.0,12.0,50648.0,780.0,95.0,988.0,4973.0,500.0,49977.0,1
65,8.0,285.0,37.0,94541.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
12,14.0,271.0,45.0,91427.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
12,31.0,141.0,36.0,98072.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
14,13.0,365.0,28.0,93923.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
18,4.0,162.0,25.0,83230.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
74,4.0,199.0,30.0,88587.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
15,23.0,220.0,50.0,85790.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1
75,9.0,162.0,34.0,95215.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
24,15.0,358.0,32.0,97779.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
42,26.0,162.0,43.0,95699.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
5,27.0,126.0,35.0,99497.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0
32,37.0,293.0,35.0,94182.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
18,13.0,242.0,46.0,90757.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
14,29.0,155.0,40.0,97397.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
47,38.0,249.0,37.0,93291.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
18,12.0,206.0,43.0,93092.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
29,38.0,184.0,33.0,92979.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
6,5.0,141.0,23.0,80738.0,976.0,100.0,1000.0,5000.0,500.0,50000.0,1
23,26.0,235.0,49.0,85954.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
18,38.0,148.0,28.0,88734.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
52,32.0,170.0,40.0,96239.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
47,2.0,177.0,23.0,77444.0,968.0,100.0,1000.0,5000.0,500.0,50000.0,1
36,18.0,278.0,48.0,89396.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
7,15.0,351.0,34.0,98490.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
52,10.0,242.0,42.0,93202.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
44,25.0,314.0,44.0,95311.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
45,24.0,162.0,44.0,95389.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
41,39.0,148.0,26.0,85483.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
71,3.0,148.0,21.0,73411.0,949.0,99.0,1000.0,4999.0,500.0,50000.0,1
60,1.0,249.0,25.0,79168.0,977.0,100.0,1000.0,5000.0,500.0,50000.0,1
25,29.0,213.0,47.0,89415.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
46,6.0,329.0,27.0,87217.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
47,11.0,213.0,43.0,93277.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
53,30.0,126.0,33.0,98106.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
15,35.0,213.0,41.0,93875.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
78,7.0,141.0,27.0,88195.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
28,37.0,213.0,38.0,93911.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
50,2.0,329.0,19.0,67564.0,918.0,99.0,999.0,4997.0,500.0,50000.0,1
70,34.0,119.0,27.0,91186.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
19,36.0,126.0,26.0,88472.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
76,31.0,242.0,46.0,90098.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
16,33.0,278.0,42.0,93762.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
34,36.0,220.0,40.0,93872.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
21,9.0,271.0,39.0,94345.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
10,5.0,97.0,12.0,51096.0,783.0,95.0,989.0,4973.0,500.0,49978.0,1
71,18.0,307.0,44.0,94381.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
6,16.0,351.0,35.0,99001.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
18,19.0,220.0,49.0,86486.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1
13,30.0,242.0,47.0,89129.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
67,25.0,97.0,28.0,95650.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
34,16.0,322.0,41.0,97254.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
30,28.0,242.0,48.0,87326.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
55,31.0,235.0,46.0,90111.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
32,37.0,199.0,37.0,94131.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
53,22.0,329.0,41.0,97750.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
55,36.0,343.0,28.0,90883.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
33,19.0,329.0,41.0,97877.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
49,18.0,162.0,43.0,95867.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
16,36.0,322.0,33.0,94280.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
25,30.0,155.0,39.0,97479.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
67,14.0,336.0,36.0,98282.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
26,9.0,271.0,39.0,94345.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
11,30.0,256.0,47.0,89655.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
44,11.0,162.0,37.0,96603.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
39,27.0,141.0,39.0,98895.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
74,8.0,307.0,34.0,94400.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1
61,28.0,191.0,46.0,91434.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
22,36.0,220.0,40.0,93872.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
18,9.0,220.0,40.0,93904.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
17,19.0,119.0,34.0,99614.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0
72,40.0,322.0,26.0,83983.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
23,3.0,148.0,21.0,73411.0,949.0,99.0,1000.0,4999.0,500.0,50000.0,1
16,10.0,256.0,42.0,93490.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
39,23.0,307.0,45.0,93695.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
52,29.0,112.0,30.0,96816.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
27,14.0,148.0,38.0,98054.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
73,37.0,155.0,31.0,92453.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1
57,17.0,90.0,25.0,90642.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
55,34.0,365.0,26.0,88971.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
54,31.0,329.0,37.0,97855.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
31,1.0,206.0,24.0,77399.0,970.0,100.0,1000.0,5000.0,500.0,50000.0,1
22,30.0,242.0,47.0,89129.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
41,24.0,329.0,41.0,97756.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
8,38.0,184.0,33.0,92979.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
43,39.0,264.0,34.0,92283.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
69,19.0,242.0,50.0,85756.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1
12,34.0,104.0,23.0,85127.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1
48,39.0,365.0,18.0,68792.0,920.0,99.0,999.0,4997.0,500.0,49999.0,1
71,8.0,155.0,31.0,93289.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
41,33.0,148.0,35.0,96982.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
15,38.0,191.0,34.0,93195.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
10,20.0,365.0,33.0,99274.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
44,10.0,126.0,28.0,92033.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
64,23.0,264.0,49.0,86373.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
51,6.0,177.0,31.0,91594.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
9,38.0,271.0,36.0,93347.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
48,29.0,242.0,48.0,88191.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
72,7.0,191.0,35.0,93751.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
79,10.0,133.0,30.0,93673.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
37,10.0,90.0,18.0,73288.0,940.0,99.0,1000.0,4999.0,500.0,50000.0,1
53,18.0,285.0,47.0,90522.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
36,19.0,177.0,45.0,92907.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
65,34.0,148.0,34.0,96143.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
7,10.0,141.0,32.0,94822.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
69,7.0,343.0,26.0,86337.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
52,26.0,228.0,49.0,86197.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
17,27.0,104.0,29.0,96708.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
32,39.0,343.0,23.0,80867.0,976.0,100.0,1000.0,5000.0,500.0,50000.0,1
19,33.0,242.0,44.0,91950.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
44,32.0,90.0,21.0,82232.0,974.0,100.0,1000.0,5000.0,500.0,50000.0,1
36,15.0,184.0,44.0,93553.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
17,24.0,199.0,48.0,88574.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
78,23.0,162.0,44.0,95339.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
65,6.0,307.0,31.0,90999.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
27,34.0,133.0,31.0,94625.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
43,23.0,126.0,36.0,100000.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
66,4.0,155.0,24.0,81228.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1
52,37.0,235.0,38.0,93672.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,1
43,15.0,112.0,30.0,96261.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
51,20.0,141.0,39.0,98928.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
77,36.0,256.0,40.0,93848.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1
55,17.0,97.0,27.0,93895.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
14,15.0,199.0,46.0,91563.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
70,9.0,104.0,21.0,79682.0,968.0,100.0,1000.0,5000.0,500.0,50000.0,1
32,14.0,170.0,41.0,95995.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
75,31.0,271.0,45.0,91686.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
76,35.0,336.0,31.0,94270.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
5,3.0,97.0,8.0,33592.0,582.0,82.0,937.0,4878.0,499.0,49718.0,1
76,38.0,220.0,36.0,93320.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,1
17,5.0,97.0,12.0,51096.0,783.0,95.0,989.0,4973.0,500.0,49978.0,1
48,14.0,300.0,42.0,94933.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
9,12.0,351.0,31.0,95708.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
5,28.0,343.0,37.0,99162.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
24,39.0,148.0,26.0,85483.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
29,27.0,97.0,27.0,94415.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0
65,19.0,162.0,43.0,95641.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
75,9.0,322.0,33.0,94906.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
48,6.0,351.0,22.0,79484.0,971.0,100.0,1000.0,5000.0,500.0,50000.0,1
49,9.0,162.0,34.0,95215.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
68,10.0,249.0,42.0,93297.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
42,37.0,119.0,23.0,82145.0,978.0,100.0,1000.0,5000.0,500.0,50000.0,1
15,25.0,90.0,26.0,92748.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0
18,26.0,336.0,39.0,98803.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
40,35.0,307.0,36.0,95679.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
25,19.0,213.0,49.0,87163.0,984.0,100.0,1000.0,5000.0,500.0,50000.0,1
65,14.0,206.0,45.0,91533.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
30,31.0,307.0,41.0,95916.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
64,16.0,177.0,44.0,94135.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
35,7.0,177.0,33.0,93342.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
79,9.0,213.0,40.0,94123.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
18,32.0,300.0,41.0,95410.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
31,28.0,271.0,47.0,89285.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
7,17.0,104.0,29.0,96287.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
67,33.0,336.0,34.0,96756.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
37,20.0,329.0,41.0,97800.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
21,40.0,271.0,32.0,90396.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
57,18.0,264.0,49.0,87591.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
64,12.0,206.0,43.0,93092.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
68,10.0,90.0,18.0,73288.0,940.0,99.0,1000.0,4999.0,500.0,50000.0,1
58,14.0,293.0,43.0,93983.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
47,10.0,112.0,24.0,86930.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
78,38.0,126.0,23.0,81522.0,977.0,100.0,1000.0,5000.0,500.0,50000.0,1
15,27.0,112.0,32.0,98252.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0
7,40.0,242.0,33.0,90926.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
16,16.0,148.0,39.0,98217.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
17,27.0,358.0,34.0,99234.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
13,40.0,343.0,21.0,76084.0,959.0,99.0,1000.0,5000.0,500.0,50000.0,1
35,1.0,336.0,15.0,55842.0,832.0,97.0,994.0,4985.0,500.0,49992.0,1
77,13.0,97.0,24.0,87637.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
27,8.0,97.0,17.0,70010.0,925.0,99.0,999.0,4998.0,500.0,50000.0,1
11,2.0,155.0,20.0,70349.0,934.0,99.0,999.0,4998.0,500.0,50000.0,1
63,9.0,293.0,37.0,95151.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
47,14.0,293.0,43.0,93983.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
56,22.0,133.0,38.0,99632.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
15,3.0,343.0,18.0,66611.0,910.0,99.0,999.0,4997.0,500.0,49999.0,1
55,26.0,170.0,44.0,94368.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
12,12.0,293.0,41.0,94967.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
54,35.0,365.0,24.0,86172.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
15,18.0,191.0,47.0,90699.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
50,33.0,97.0,22.0,84011.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1
6,17.0,97.0,27.0,93895.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0
25,19.0,343.0,38.0,99488.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
48,18.0,314.0,43.0,95679.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
13,17.0,351.0,35.0,99370.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
9,22.0,300.0,46.0,92287.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
42,3.0,119.0,14.0,55736.0,828.0,97.0,994.0,4984.0,500.0,49991.0,1
38,14.0,148.0,38.0,98054.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
64,37.0,228.0,38.0,93718.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,1
32,3.0,249.0,29.0,87127.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
31,35.0,358.0,26.0,89102.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
60,38.0,155.0,29.0,90184.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
73,23.0,256.0,50.0,85704.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1
32,9.0,264.0,40.0,94087.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
36,32.0,256.0,45.0,91493.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
16,3.0,141.0,19.0,70000.0,931.0,99.0,999.0,4998.0,500.0,50000.0,1
34,25.0,104.0,30.0,97710.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
53,39.0,235.0,35.0,92392.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
39,1.0,177.0,21.0,71595.0,943.0,99.0,1000.0,4999.0,500.0,50000.0,1
68,13.0,206.0,44.0,92344.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
59,26.0,235.0,49.0,85954.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
32,9.0,220.0,40.0,93904.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
69,37.0,278.0,37.0,94118.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,1
10,40.0,278.0,31.0,90059.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
30,4.0,90.0,8.0,34009.0,586.0,82.0,939.0,4881.0,499.0,49728.0,1
6,8.0,300.0,35.0,94577.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
13,40.0,235.0,33.0,90923.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
44,6.0,271.0,34.0,92813.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
67,38.0,228.0,37.0,93294.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,1
34,28.0,206.0,47.0,89414.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
23,38.0,278.0,35.0,93315.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
52,27.0,271.0,48.0,88612.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
74,17.0,148.0,40.0,98181.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
35,5.0,162.0,27.0,86941.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
54,14.0,90.0,23.0,85722.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
77,2.0,119.0,12.0,47211.0,747.0,93.0,984.0,4963.0,500.0,49962.0,1
16,29.0,191.0,45.0,92066.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
16,17.0,235.0,49.0,87070.0,984.0,100.0,1000.0,5000.0,500.0,50000.0,1
11,36.0,133.0,28.0,90612.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
19,7.0,170.0,32.0,92891.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
16,39.0,177.0,31.0,90635.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
47,12.0,148.0,35.0,97305.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
37,13.0,343.0,34.0,97570.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
28,13.0,133.0,33.0,97497.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
30,25.0,90.0,26.0,92748.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
39,30.0,256.0,47.0,89655.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
17,36.0,170.0,35.0,94925.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
21,24.0,133.0,38.0,99617.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0
37,27.0,228.0,49.0,86817.0,984.0,100.0,1000.0,5000.0,500.0,50000.0,1
11,30.0,271.0,46.0,90859.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
33,2.0,177.0,23.0,77444.0,968.0,100.0,1000.0,5000.0,500.0,50000.0,1
74,29.0,285.0,45.0,91910.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
76,40.0,184.0,30.0,88858.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
11,33.0,104.0,24.0,87876.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
75,39.0,285.0,33.0,91717.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,1
