Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus
23,28.0,365.0,28.0,88577.0,681.0,87.0,735.0,4027.0,257.0,33205.0,1
13,13.0,220.0,45.0,62138.0,662.0,69.0,792.0,4125.0,236.0,44055.0,0
35,15.0,220.0,47.0,54389.0,519.0,58.0,914.0,4697.0,190.0,47988.0,1
54,30.0,336.0,35.0,93074.0,711.0,99.0,673.0,3863.0,279.0,23406.0,1
79,26.0,133.0,36.0,97780.0,611.0,99.0,760.0,4365.0,247.0,22701.0,1
32,33.0,220.0,42.0,69591.0,792.0,81.0,630.0,3345.0,295.0,37313.0,0
49,7.0,300.0,32.0,74999.0,943.0,93.0,391.0,2141.0,377.0,28275.0,0
49,1.0,177.0,18.0,100.0,10.0,10.0,10.0,10.0,500.0,41002.0,1
58,7.0,351.0,21.0,36228.0,358.0,48.0,984.0,4986.0,163.0,49713.0,1
43,38.0,278.0,32.0,70547.0,981.0,93.0,329.0,1779.0,398.0,28332.0,0
47,15.0,249.0,47.0,52775.0,494.0,56.0,929.0,4767.0,184.0,48389.0,1
65,6.0,365.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
60,8.0,90.0,11.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
22,9.0,191.0,37.0,79448.0,884.0,95.0,475.0,2653.0,349.0,27179.0,0
58,1.0,170.0,17.0,100.0,10.0,1.0,10.0,10.0,500.0,20943.0,1
22,32.0,336.0,32.0,88452.0,780.0,96.0,604.0,3427.0,304.0,25694.0,0
50,19.0,242.0,50.0,39947.0,193.0,38.0,989.0,4894.0,162.0,49851.0,1
51,6.0,351.0,19.0,19867.0,10.0,31.0,841.0,3843.0,219.0,48934.0,1
27,7.0,271.0,35.0,75548.0,950.0,95.0,373.0,2072.0,383.0,26480.0,0
7,14.0,235.0,46.0,55936.0,561.0,61.0,883.0,4558.0,202.0,47077.0,0
54,5.0,119.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
48,5.0,213.0,32.0,67667.0,990.0,92.0,316.0,1690.0,402.0,29128.0,0
32,8.0,220.0,38.0,75281.0,912.0,93.0,438.0,2415.0,361.0,28466.0,0
67,1.0,358.0,6.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
67,10.0,365.0,22.0,49907.0,537.0,53.0,909.0,4640.0,192.0,49023.0,1
18,31.0,141.0,34.0,91200.0,744.0,98.0,641.0,3666.0,291.0,24143.0,0
72,33.0,133.0,29.0,81350.0,816.0,89.0,582.0,3179.0,312.0,31932.0,0
78,4.0,119.0,13.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
73,3.0,112.0,8.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
49,6.0,148.0,25.0,51455.0,729.0,69.0,726.0,3755.0,260.0,43943.0,0
5,27.0,155.0,40.0,88175.0,686.0,91.0,721.0,4001.0,262.0,30479.0,0
47,23.0,220.0,50.0,40766.0,205.0,39.0,991.0,4913.0,161.0,49870.0,1
36,8.0,119.0,21.0,38048.0,361.0,46.0,985.0,4984.0,163.0,49863.0,1
75,33.0,141.0,31.0,84655.0,818.0,93.0,567.0,3166.0,317.0,28092.0,1
15,9.0,351.0,25.0,61115.0,742.0,69.0,713.0,3677.0,265.0,44063.0,0
42,20.0,285.0,47.0,57571.0,507.0,57.0,922.0,4730.0,187.0,48330.0,1
66,9.0,358.0,23.0,50784.0,589.0,57.0,869.0,4453.0,207.0,48112.0,1
62,3.0,343.0,15.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
13,33.0,336.0,31.0,84623.0,818.0,93.0,567.0,3166.0,317.0,28134.0,0
32,9.0,278.0,38.0,78055.0,882.0,93.0,481.0,2666.0,347.0,28274.0,0
8,1.0,141.0,11.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
6,8.0,213.0,38.0,75997.0,914.0,94.0,433.0,2397.0,363.0,27923.0,0
19,27.0,141.0,37.0,95342.0,644.0,98.0,737.0,4213.0,256.0,24054.0,0
78,27.0,184.0,45.0,67723.0,644.0,69.0,808.0,4214.0,230.0,43969.0,1
17,20.0,329.0,40.0,91493.0,641.0,92.0,757.0,4226.0,249.0,29327.0,0
66,10.0,220.0,41.0,72298.0,829.0,85.0,574.0,3084.0,314.0,34475.0,0
8,13.0,314.0,38.0,87262.0,757.0,94.0,636.0,3582.0,292.0,27234.0,0
61,18.0,90.0,22.0,65847.0,575.0,56.0,882.0,4509.0,202.0,48531.0,1
77,4.0,213.0,30.0,60287.0,963.0,88.0,373.0,1949.0,383.0,32779.0,0
64,33.0,206.0,41.0,73049.0,812.0,85.0,597.0,3208.0,306.0,34994.0,1
6,5.0,365.0,13.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
52,36.0,112.0,18.0,19477.0,10.0,23.0,758.0,3288.0,249.0,46828.0,1
26,6.0,336.0,23.0,43120.0,566.0,60.0,881.0,4539.0,203.0,47337.0,1
53,28.0,285.0,45.0,65268.0,638.0,68.0,814.0,4239.0,228.0,44541.0,1
37,5.0,90.0,6.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
64,26.0,278.0,47.0,55780.0,500.0,56.0,926.0,4750.0,186.0,48424.0,1
25,12.0,322.0,36.0,89066.0,774.0,98.0,608.0,3473.0,302.0,24367.0,0
22,32.0,278.0,42.0,72956.0,782.0,82.0,639.0,3418.0,291.0,36541.0,0
79,28.0,365.0,28.0,88577.0,681.0,87.0,735.0,4027.0,257.0,33205.0,1
55,19.0,199.0,48.0,53649.0,456.0,53.0,950.0,4854.0,176.0,49071.0,1
25,13.0,119.0,28.0,83292.0,746.0,85.0,673.0,3649.0,279.0,34653.0,0
28,10.0,90.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
21,36.0,112.0,18.0,19477.0,10.0,23.0,758.0,3288.0,249.0,46828.0,1
55,17.0,162.0,42.0,83406.0,692.0,85.0,729.0,3967.0,259.0,34626.0,0
26,1.0,148.0,13.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
12,40.0,358.0,12.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
33,19.0,199.0,48.0,53649.0,456.0,53.0,950.0,4854.0,176.0,49071.0,1
12,36.0,170.0,32.0,77403.0,924.0,94.0,417.0,2306.0,368.0,27596.0,0
68,28.0,242.0,48.0,48672.0,412.0,51.0,968.0,4930.0,170.0,49364.0,1
22,36.0,184.0,34.0,78032.0,929.0,96.0,404.0,2261.0,373.0,26132.0,0
71,35.0,90.0,13.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
26,5.0,314.0,26.0,51506.0,779.0,74.0,662.0,3437.0,283.0,41876.0,0
41,15.0,141.0,36.0,94690.0,674.0,99.0,708.0,4066.0,266.0,23252.0,0
67,2.0,148.0,16.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
57,10.0,329.0,32.0,83631.0,841.0,94.0,535.0,2994.0,328.0,27521.0,0
77,27.0,271.0,47.0,54066.0,487.0,55.0,934.0,4784.0,183.0,48588.0,1
55,20.0,112.0,30.0,96543.0,594.0,94.0,789.0,4434.0,237.0,27675.0,1
38,5.0,322.0,24.0,45237.0,660.0,67.0,797.0,4133.0,234.0,45001.0,1
52,22.0,206.0,49.0,47328.0,340.0,46.0,989.0,4995.0,161.0,49912.0,1
8,26.0,155.0,41.0,87495.0,676.0,89.0,734.0,4053.0,257.0,31765.0,0
68,6.0,126.0,19.0,20056.0,10.0,31.0,847.0,3880.0,216.0,48987.0,1
5,28.0,249.0,48.0,49547.0,428.0,52.0,962.0,4906.0,172.0,49225.0,1
66,27.0,119.0,31.0,95659.0,633.0,96.0,753.0,4268.0,250.0,26044.0,1
40,28.0,184.0,44.0,69943.0,675.0,73.0,773.0,4059.0,243.0,42320.0,1
63,14.0,343.0,33.0,93555.0,697.0,98.0,689.0,3940.0,273.0,24133.0,1
59,20.0,170.0,44.0,74948.0,656.0,74.0,787.0,4157.0,238.0,41419.0,1
76,24.0,162.0,43.0,80894.0,670.0,81.0,761.0,4086.0,247.0,37638.0,1
56,16.0,112.0,28.0,89488.0,672.0,88.0,741.0,4074.0,254.0,32680.0,0
36,7.0,220.0,36.0,74765.0,948.0,95.0,377.0,2088.0,382.0,26904.0,0
63,3.0,191.0,25.0,42851.0,717.0,74.0,731.0,3827.0,259.0,41833.0,0
5,19.0,329.0,40.0,91754.0,645.0,93.0,752.0,4208.0,250.0,28771.0,0
35,15.0,191.0,45.0,67655.0,670.0,71.0,781.0,4085.0,240.0,43041.0,0
55,36.0,119.0,21.0,34777.0,293.0,44.0,995.0,4997.0,159.0,49981.0,1
23,16.0,314.0,41.0,84616.0,705.0,88.0,711.0,3897.0,266.0,32909.0,0
71,35.0,162.0,33.0,80798.0,891.0,95.0,462.0,2589.0,353.0,26679.0,0
24,24.0,213.0,49.0,44411.0,286.0,43.0,995.0,4994.0,159.0,49998.0,1
13,40.0,256.0,30.0,58702.0,962.0,88.0,375.0,1959.0,382.0,32882.0,0
18,14.0,148.0,36.0,92295.0,710.0,98.0,676.0,3867.0,278.0,24149.0,0
29,5.0,285.0,30.0,64757.0,961.0,88.0,374.0,1966.0,383.0,32204.0,0
36,20.0,351.0,34.0,99838.0,572.0,100.0,786.0,4519.0,237.0,22191.0,1
62,40.0,365.0,10.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
19,30.0,170.0,41.0,82796.0,751.0,89.0,658.0,3618.0,285.0,31889.0,0
66,15.0,249.0,47.0,52775.0,494.0,56.0,929.0,4767.0,184.0,48389.0,1
32,16.0,278.0,46.0,60554.0,584.0,63.0,866.0,4474.0,209.0,46542.0,1
14,17.0,177.0,44.0,72821.0,671.0,74.0,774.0,4078.0,243.0,41580.0,0
12,2.0,90.0,1.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
42,24.0,307.0,44.0,75083.0,658.0,75.0,785.0,4146.0,239.0,41277.0,1
15,9.0,300.0,35.0,81731.0,883.0,96.0,471.0,2660.0,350.0,25568.0,0
27,17.0,191.0,46.0,62429.0,590.0,63.0,860.0,4448.0,211.0,46278.0,1
19,11.0,285.0,40.0,77835.0,817.0,89.0,581.0,3172.0,312.0,32028.0,0
11,30.0,148.0,36.0,91878.0,720.0,98.0,666.0,3809.0,282.0,24095.0,0
22,13.0,104.0,23.0,65370.0,660.0,63.0,804.0,4135.0,232.0,46463.0,0
15,16.0,256.0,48.0,50828.0,444.0,53.0,955.0,4877.0,175.0,49085.0,1
27,12.0,242.0,44.0,64057.0,707.0,73.0,741.0,3881.0,255.0,42196.0,0
28,29.0,271.0,46.0,60286.0,605.0,64.0,848.0,4389.0,215.0,45961.0,1
12,19.0,206.0,48.0,49275.0,383.0,48.0,979.0,4965.0,165.0,49701.0,1
33,37.0,365.0,17.0,1333.0,10.0,1.0,10.0,10.0,500.0,29484.0,1
26,37.0,126.0,21.0,32921.0,287.0,46.0,993.0,4995.0,160.0,49905.0,1
69,33.0,293.0,39.0,80186.0,831.0,92.0,555.0,3070.0,321.0,29548.0,1
20,27.0,126.0,33.0,97400.0,622.0,99.0,752.0,4314.0,250.0,23198.0,0
30,32.0,119.0,27.0,75929.0,770.0,79.0,662.0,3499.0,283.0,38780.0,0
14,22.0,148.0,40.0,91287.0,640.0,92.0,759.0,4231.0,248.0,29655.0,0
24,8.0,351.0,23.0,49864.0,612.0,60.0,849.0,4356.0,215.0,47445.0,1
32,7.0,148.0,27.0,62750.0,843.0,78.0,573.0,2972.0,315.0,39428.0,0
46,31.0,322.0,37.0,89371.0,757.0,97.0,629.0,3584.0,295.0,24921.0,1
65,36.0,177.0,33.0,78024.0,928.0,95.0,408.0,2276.0,371.0,26538.0,0
10,6.0,264.0,34.0,72490.0,978.0,95.0,329.0,1805.0,398.0,27030.0,0
72,22.0,104.0,28.0,91613.0,619.0,87.0,789.0,4327.0,237.0,33514.0,1
6,5.0,358.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
59,15.0,213.0,47.0,56778.0,553.0,60.0,890.0,4587.0,199.0,47316.0,1
10,15.0,119.0,30.0,91401.0,683.0,92.0,718.0,4014.0,263.0,29163.0,0
15,27.0,343.0,35.0,97189.0,627.0,99.0,747.0,4292.0,252.0,22643.0,1
76,39.0,264.0,31.0,65806.0,992.0,91.0,316.0,1677.0,402.0,29763.0,1
28,12.0,184.0,41.0,78896.0,790.0,88.0,616.0,3360.0,300.0,32752.0,0
32,13.0,191.0,43.0,73260.0,747.0,80.0,684.0,3642.0,275.0,38057.0,0
18,15.0,307.0,42.0,81391.0,724.0,85.0,696.0,3785.0,271.0,34504.0,0
70,1.0,126.0,8.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
22,2.0,235.0,26.0,39430.0,697.0,75.0,747.0,3940.0,252.0,41021.0,0
74,22.0,235.0,50.0,37768.0,134.0,35.0,974.0,4765.0,168.0,49535.0,1
35,3.0,133.0,15.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
12,24.0,322.0,41.0,86522.0,663.0,87.0,752.0,4118.0,251.0,33448.0,0
68,32.0,90.0,17.0,20118.0,10.0,9.0,605.0,2330.0,304.0,40548.0,1
23,23.0,365.0,30.0,96827.0,590.0,94.0,791.0,4451.0,236.0,27480.0,1
55,1.0,307.0,17.0,100.0,10.0,1.0,10.0,10.0,500.0,20517.0,1
51,27.0,300.0,44.0,73057.0,677.0,75.0,767.0,4047.0,245.0,41254.0,1
59,35.0,336.0,28.0,72700.0,859.0,84.0,538.0,2853.0,327.0,35528.0,1
45,9.0,170.0,34.0,82222.0,881.0,96.0,473.0,2674.0,349.0,25496.0,0
29,17.0,104.0,27.0,85485.0,666.0,81.0,763.0,4105.0,246.0,37449.0,0
37,16.0,314.0,41.0,84616.0,705.0,88.0,711.0,3897.0,266.0,32909.0,1
10,33.0,97.0,18.0,27654.0,10.0,24.0,894.0,4193.0,199.0,47044.0,1
66,39.0,184.0,29.0,60406.0,930.0,85.0,432.0,2253.0,363.0,34854.0,0
42,4.0,191.0,28.0,55359.0,894.0,82.0,493.0,2565.0,343.0,36759.0,0
43,6.0,90.0,8.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
18,11.0,365.0,23.0,60204.0,661.0,62.0,805.0,4132.0,231.0,46798.0,0
35,13.0,104.0,23.0,65370.0,660.0,63.0,804.0,4135.0,232.0,46463.0,0
49,2.0,170.0,20.0,8083.0,10.0,34.0,577.0,2127.0,314.0,49460.0,1
47,33.0,293.0,39.0,80186.0,831.0,92.0,555.0,3070.0,321.0,29548.0,1
6,28.0,126.0,33.0,95846.0,649.0,98.0,733.0,4190.0,257.0,24085.0,0
30,18.0,256.0,49.0,44938.0,309.0,44.0,993.0,5000.0,160.0,49964.0,1
78,17.0,220.0,48.0,47598.0,372.0,48.0,981.0,4975.0,165.0,49710.0,1
19,18.0,249.0,49.0,43059.0,270.0,42.0,996.0,4986.0,159.0,50000.0,1
56,25.0,336.0,38.0,95553.0,622.0,97.0,759.0,4316.0,248.0,25134.0,1
43,38.0,155.0,26.0,55052.0,805.0,75.0,629.0,3257.0,295.0,41275.0,0
18,3.0,278.0,26.0,45867.0,781.0,77.0,654.0,3425.0,286.0,40103.0,0
59,17.0,249.0,49.0,45813.0,338.0,46.0,989.0,4996.0,162.0,49867.0,1
18,9.0,228.0,40.0,73629.0,869.0,89.0,510.0,2771.0,337.0,31705.0,0
29,40.0,148.0,20.0,15873.0,10.0,37.0,819.0,3711.0,227.0,49788.0,1
48,4.0,336.0,19.0,8417.0,10.0,23.0,428.0,1155.0,364.0,46743.0,1
42,11.0,162.0,36.0,86617.0,811.0,97.0,565.0,3216.0,318.0,24894.0,0
79,36.0,119.0,21.0,34777.0,293.0,44.0,995.0,4997.0,159.0,49981.0,1
48,18.0,307.0,43.0,76897.0,675.0,77.0,763.0,4056.0,247.0,39680.0,1
44,29.0,141.0,36.0,94269.0,683.0,99.0,699.0,4015.0,269.0,23272.0,0
42,16.0,307.0,42.0,79803.0,706.0,82.0,722.0,3889.0,262.0,36548.0,1
35,1.0,97.0,1.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
22,27.0,307.0,43.0,78368.0,695.0,80.0,738.0,3953.0,256.0,37995.0,1
22,18.0,256.0,49.0,44938.0,309.0,44.0,993.0,5000.0,160.0,49964.0,1
42,37.0,155.0,28.0,65424.0,888.0,82.0,501.0,2619.0,340.0,36587.0,0
46,39.0,256.0,32.0,66247.0,996.0,92.0,307.0,1632.0,405.0,29252.0,0
45,30.0,220.0,46.0,58672.0,606.0,64.0,846.0,4383.0,216.0,45935.0,1
28,24.0,307.0,44.0,75083.0,658.0,75.0,785.0,4146.0,239.0,41277.0,1
71,15.0,104.0,25.0,77654.0,692.0,74.0,755.0,3967.0,250.0,41678.0,0
28,22.0,155.0,42.0,86211.0,660.0,86.0,756.0,4134.0,249.0,33915.0,0
25,15.0,358.0,30.0,91345.0,684.0,92.0,718.0,4013.0,263.0,29231.0,0
40,33.0,141.0,31.0,84655.0,818.0,93.0,567.0,3166.0,317.0,28092.0,0
20,26.0,351.0,34.0,98498.0,601.0,99.0,767.0,4405.0,245.0,22675.0,1
79,16.0,213.0,47.0,53330.0,485.0,55.0,935.0,4788.0,182.0,48581.0,1
48,25.0,133.0,36.0,98153.0,599.0,99.0,770.0,4416.0,244.0,22850.0,1
68,9.0,256.0,40.0,74365.0,872.0,90.0,504.0,2747.0,339.0,31150.0,0
25,30.0,293.0,43.0,74779.0,739.0,81.0,692.0,3695.0,272.0,37780.0,0
67,10.0,119.0,24.0,61632.0,711.0,66.0,750.0,3859.0,252.0,45144.0,0
64,33.0,256.0,42.0,69608.0,792.0,81.0,629.0,3345.0,295.0,37302.0,1
5,38.0,235.0,34.0,71162.0,988.0,95.0,313.0,1711.0,403.0,27042.0,0
54,25.0,249.0,49.0,41179.0,224.0,40.0,993.0,4941.0,160.0,49944.0,1
63,2.0,112.0,6.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
61,19.0,97.0,25.0,81051.0,645.0,73.0,798.0,4207.0,234.0,41886.0,0
20,32.0,199.0,42.0,72919.0,781.0,82.0,640.0,3419.0,291.0,36566.0,0
39,32.0,199.0,42.0,72919.0,781.0,82.0,640.0,3419.0,291.0,36566.0,0
36,25.0,141.0,38.0,95509.0,622.0,97.0,759.0,4314.0,248.0,25174.0,0
41,28.0,184.0,44.0,69943.0,675.0,73.0,773.0,4059.0,243.0,42320.0,1
29,4.0,249.0,30.0,61525.0,979.0,89.0,344.0,1801.0,393.0,31631.0,0
46,19.0,184.0,46.0,64093.0,588.0,64.0,861.0,4458.0,210.0,46231.0,1
10,37.0,264.0,35.0,74219.0,961.0,95.0,357.0,1975.0,388.0,26682.0,0
55,22.0,119.0,33.0,99601.0,569.0,99.0,793.0,4531.0,235.0,23489.0,1
5,9.0,264.0,39.0,75397.0,876.0,91.0,497.0,2718.0,341.0,30359.0,0
67,16.0,271.0,47.0,56643.0,534.0,59.0,904.0,4650.0,194.0,47754.0,1
53,15.0,242.0,47.0,51940.0,480.0,55.0,937.0,4801.0,182.0,48580.0,1
48,9.0,155.0,32.0,80875.0,876.0,94.0,488.0,2715.0,344.0,27927.0,0
10,11.0,162.0,36.0,86617.0,811.0,97.0,565.0,3216.0,318.0,24894.0,0
19,37.0,177.0,32.0,73413.0,951.0,93.0,380.0,2068.0,381.0,28883.0,0
24,19.0,141.0,38.0,95602.0,619.0,97.0,762.0,4329.0,247.0,25249.0,0
9,29.0,314.0,40.0,85665.0,726.0,90.0,681.0,3773.0,276.0,30697.0,0
10,8.0,249.0,38.0,74769.0,910.0,93.0,442.0,2429.0,360.0,28856.0,0
74,14.0,155.0,38.0,89861.0,724.0,96.0,669.0,3785.0,281.0,26258.0,1
10,1.0,191.0,20.0,6804.0,10.0,39.0,587.0,2202.0,310.0,49885.0,1
23,29.0,329.0,37.0,92370.0,697.0,97.0,691.0,3939.0,273.0,24788.0,0
6,8.0,293.0,35.0,79068.0,917.0,96.0,421.0,2366.0,367.0,25939.0,0
22,19.0,278.0,48.0,53712.0,457.0,53.0,950.0,4852.0,177.0,49059.0,1
69,19.0,256.0,49.0,42851.0,258.0,41.0,996.0,4977.0,159.0,49993.0,1
67,20.0,213.0,49.0,44266.0,282.0,43.0,996.0,4992.0,159.0,50000.0,1
65,17.0,191.0,46.0,62429.0,590.0,63.0,860.0,4448.0,211.0,46278.0,1
34,24.0,300.0,45.0,69098.0,626.0,68.0,824.0,4297.0,224.0,44317.0,1
30,32.0,213.0,43.0,68026.0,751.0,78.0,685.0,3616.0,275.0,39633.0,0
11,30.0,213.0,46.0,60860.0,632.0,67.0,822.0,4267.0,225.0,45095.0,0
20,38.0,264.0,33.0,71133.0,987.0,94.0,316.0,1725.0,402.0,27361.0,0
70,17.0,220.0,48.0,47598.0,372.0,48.0,981.0,4975.0,165.0,49710.0,1
51,36.0,155.0,30.0,73439.0,905.0,88.0,461.0,2476.0,353.0,32190.0,0
71,11.0,322.0,35.0,87498.0,806.0,98.0,569.0,3249.0,316.0,24489.0,1
9,12.0,329.0,34.0,89862.0,768.0,98.0,613.0,3509.0,301.0,24092.0,0
55,23.0,307.0,44.0,74662.0,653.0,74.0,791.0,4171.0,236.0,41656.0,1
73,23.0,256.0,50.0,40799.0,205.0,39.0,991.0,4914.0,161.0,49873.0,1
37,2.0,242.0,26.0,39427.0,697.0,75.0,747.0,3941.0,252.0,41023.0,0
32,32.0,264.0,43.0,68053.0,752.0,78.0,685.0,3615.0,275.0,39617.0,1
55,28.0,170.0,42.0,79821.0,712.0,83.0,715.0,3856.0,264.0,36244.0,1
60,25.0,220.0,49.0,43065.0,265.0,42.0,996.0,4982.0,159.0,49998.0,1
14,35.0,322.0,31.0,79417.0,887.0,93.0,475.0,2623.0,349.0,28605.0,0
62,10.0,90.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
50,29.0,155.0,39.0,89355.0,714.0,94.0,683.0,3846.0,275.0,27480.0,0
28,13.0,97.0,21.0,51542.0,475.0,47.0,948.0,4812.0,177.0,49828.0,0
41,14.0,343.0,33.0,93555.0,697.0,98.0,689.0,3940.0,273.0,24133.0,1
18,26.0,155.0,41.0,87495.0,676.0,89.0,734.0,4053.0,257.0,31765.0,0
35,3.0,343.0,15.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
32,10.0,104.0,20.0,35335.0,217.0,36.0,994.0,4932.0,160.0,49656.0,1
46,29.0,235.0,47.0,52422.0,495.0,56.0,928.0,4764.0,185.0,48340.0,1
34,20.0,264.0,49.0,44310.0,283.0,43.0,996.0,4993.0,159.0,50000.0,1
49,29.0,112.0,28.0,84906.0,707.0,84.0,717.0,3884.0,263.0,35545.0,0
46,28.0,133.0,35.0,96236.0,649.0,99.0,729.0,4189.0,259.0,22818.0,0
30,32.0,365.0,24.0,66841.0,711.0,68.0,747.0,3858.0,253.0,44532.0,1
39,16.0,213.0,47.0,53330.0,485.0,55.0,935.0,4788.0,182.0,48581.0,1
20,3.0,126.0,13.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
32,35.0,133.0,26.0,66846.0,815.0,77.0,611.0,3181.0,302.0,40058.0,0
36,23.0,242.0,50.0,37829.0,136.0,35.0,974.0,4770.0,168.0,49550.0,1
9,27.0,365.0,29.0,91495.0,654.0,90.0,752.0,4164.0,250.0,31221.0,0
30,2.0,264.0,25.0,36164.0,616.0,72.0,826.0,4341.0,223.0,42800.0,0
42,22.0,358.0,33.0,99581.0,569.0,99.0,793.0,4530.0,235.0,23524.0,1
23,36.0,235.0,38.0,74044.0,921.0,93.0,425.0,2332.0,366.0,28671.0,0
42,1.0,112.0,3.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
35,1.0,119.0,6.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
30,29.0,329.0,37.0,92370.0,697.0,97.0,691.0,3939.0,273.0,24788.0,1
65,31.0,242.0,45.0,60485.0,652.0,68.0,802.0,4173.0,232.0,44463.0,1
52,32.0,133.0,31.0,86302.0,783.0,93.0,610.0,3407.0,302.0,28654.0,0
50,7.0,141.0,25.0,56098.0,757.0,70.0,693.0,3579.0,272.0,43413.0,0
67,1.0,365.0,3.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
50,8.0,343.0,25.0,59249.0,758.0,70.0,693.0,3573.0,272.0,43478.0,0
44,40.0,126.0,15.0,100.0,10.0,1.0,10.0,10.0,233.0,100.0,1
39,17.0,358.0,31.0,96148.0,624.0,96.0,759.0,4306.0,248.0,25826.0,1
14,11.0,343.0,29.0,82755.0,805.0,90.0,593.0,3256.0,308.0,31254.0,0
38,40.0,293.0,26.0,49380.0,813.0,77.0,613.0,3200.0,301.0,39743.0,1
49,10.0,365.0,22.0,49907.0,537.0,53.0,909.0,4640.0,192.0,49023.0,1
53,16.0,199.0,46.0,60498.0,583.0,63.0,866.0,4477.0,208.0,46561.0,1
32,27.0,365.0,29.0,91495.0,654.0,90.0,752.0,4164.0,250.0,31221.0,1
35,3.0,256.0,28.0,51129.0,880.0,82.0,512.0,2679.0,336.0,36656.0,0
11,3.0,162.0,21.0,20124.0,78.0,47.0,943.0,4597.0,180.0,49809.0,1
10,3.0,285.0,25.0,42805.0,716.0,74.0,732.0,3833.0,258.0,41858.0,0
34,7.0,242.0,37.0,74315.0,947.0,95.0,380.0,2100.0,381.0,27196.0,0
8,30.0,126.0,31.0,90855.0,716.0,94.0,680.0,3831.0,277.0,27380.0,0
59,5.0,184.0,29.0,62816.0,940.0,86.0,413.0,2161.0,370.0,33969.0,0
48,15.0,365.0,28.0,85856.0,699.0,85.0,724.0,3931.0,261.0,35108.0,1
67,5.0,162.0,26.0,51579.0,780.0,74.0,661.0,3428.0,284.0,41835.0,0
34,3.0,278.0,26.0,45867.0,781.0,77.0,654.0,3425.0,286.0,40103.0,0
38,1.0,119.0,6.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
16,1.0,351.0,8.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
41,35.0,351.0,24.0,58640.0,724.0,67.0,734.0,3783.0,257.0,44762.0,1
17,27.0,300.0,44.0,73057.0,677.0,75.0,767.0,4047.0,245.0,41254.0,0
9,40.0,249.0,30.0,59233.0,969.0,88.0,362.0,1891.0,387.0,32408.0,0
15,40.0,307.0,24.0,40183.0,620.0,68.0,830.0,4321.0,222.0,44646.0,1
67,19.0,213.0,49.0,45633.0,315.0,45.0,993.0,5000.0,160.0,49963.0,1
10,6.0,162.0,28.0,62677.0,889.0,82.0,501.0,2609.0,340.0,37026.0,0
9,31.0,148.0,35.0,90858.0,748.0,98.0,635.0,3639.0,293.0,23849.0,0
28,11.0,249.0,43.0,68324.0,772.0,79.0,658.0,3480.0,285.0,38614.0,0
26,24.0,155.0,41.0,86451.0,664.0,87.0,752.0,4117.0,251.0,33505.0,0
15,6.0,351.0,19.0,19867.0,10.0,31.0,841.0,3843.0,219.0,48934.0,1
43,5.0,322.0,24.0,45237.0,660.0,67.0,797.0,4133.0,234.0,45001.0,1
18,18.0,336.0,38.0,95672.0,626.0,97.0,754.0,4296.0,249.0,24685.0,0
76,38.0,271.0,33.0,70953.0,985.0,94.0,321.0,1744.0,400.0,27721.0,1
16,8.0,133.0,25.0,59358.0,759.0,70.0,691.0,3564.0,273.0,43421.0,0
17,39.0,293.0,29.0,60373.0,930.0,85.0,433.0,2257.0,363.0,34881.0,0
